path,speaker,text
UASpeech/Origin/M05/original_escape.wav,M05,escape
UASpeech/Origin/M05/original_hotel.wav,M05,hotel
UASpeech/Origin/M05/original_sentence.wav,M05,sentence
UASpeech/Origin/M05/original_upward.wav,M05,upward
UASpeech/Origin/M05/original_yankee.wav,M05,yankee
UASpeech/Origin/M07/original_backspace.wav,M07,backspace
UASpeech/Origin/M07/original_command.wav,M07,command
UASpeech/Origin/M07/original_delete.wav,M07,delete
UASpeech/Origin/M07/original_downward.wav,M07,downward
UASpeech/Origin/M07/original_escape.wav,M07,escape
UASpeech/Origin/M07/original_hotel.wav,M07,hotel
UASpeech/Origin/M07/original_paragraph.wav,M07,paragraph
UASpeech/Origin/M07/original_sentence.wav,M07,sentence
UASpeech/Origin/M07/original_upward.wav,M07,upward
UASpeech/Origin/M07/original_yankee.wav,M07,yankee
UASpeech/Reference/F02/ref_backspace.wav,F02,backspace
UASpeech/Reference/F02/ref_command.wav,F02,command
UASpeech/Reference/F02/ref_delete.wav,F02,delete
UASpeech/Reference/F02/ref_downward.wav,F02,downward
UASpeech/Reference/F02/ref_escape.wav,F02,escape
UASpeech/Reference/F02/ref_hotel.wav,F02,hotel
UASpeech/Reference/F02/ref_paragraph.wav,F02,paragraph
UASpeech/Reference/F02/ref_sentence.wav,F02,sentence
UASpeech/Reference/F02/ref_upward.wav,F02,upward
UASpeech/Reference/F02/ref_yankee.wav,F02,yankee
UASpeech/Reference/F04/ref_backspace.wav,F04,backspace
UASpeech/Reference/F04/ref_chair.wav,F04,chair
UASpeech/Reference/F04/ref_command.wav,F04,command
UASpeech/Reference/F04/ref_delete.wav,F04,delete
UASpeech/Reference/F04/ref_downward.wav,F04,downward
UASpeech/Reference/F04/ref_escape.wav,F04,escape
UASpeech/Reference/F04/ref_hotel.wav,F04,hotel
UASpeech/Reference/F04/ref_sentence.wav,F04,sentence
UASpeech/Reference/F04/ref_upward.wav,F04,upward
UASpeech/Reference/F04/ref_yankee.wav,F04,yankee
UASpeech/Reference/M05/ref_backspace.wav,M05,backspace
UASpeech/Reference/M05/ref_chair.wav,M05,chair
UASpeech/Reference/M05/ref_command.wav,M05,command
UASpeech/Reference/M05/ref_delete.wav,M05,delete
UASpeech/Reference/M05/ref_downward.wav,M05,downward
UASpeech/Reference/M05/ref_escape.wav,M05,escape
UASpeech/Reference/M05/ref_hotel.wav,M05,hotel
UASpeech/Reference/M05/ref_sentence.wav,M05,sentence
UASpeech/Reference/M05/ref_upward.wav,M05,upward
UASpeech/Reference/M05/ref_yankee.wav,M05,yankee
UASpeech/Reference/M07/ref_backspace.wav,M07,backspace
UASpeech/Reference/M07/ref_command.wav,M07,command
UASpeech/Reference/M07/ref_delete.wav,M07,delete
UASpeech/Reference/M07/ref_downward.wav,M07,downward
UASpeech/Reference/M07/ref_escape.wav,M07,escape
UASpeech/Reference/M07/ref_hotel.wav,M07,hotel
UASpeech/Reference/M07/ref_paragraph.wav,M07,paragraph
UASpeech/Reference/M07/ref_sentence.wav,M07,sentence
UASpeech/Reference/M07/ref_upward.wav,M07,upward
UASpeech/Reference/M07/ref_yankee.wav,M07,yankee
UASpeech/TAR-VAE/F02/tarvae_backspace.wav,F02,backspace
UASpeech/TAR-VAE/F02/tarvae_command.wav,F02,command
UASpeech/TAR-VAE/F02/tarvae_delete.wav,F02,delete
UASpeech/TAR-VAE/F02/tarvae_downward.wav,F02,downward
UASpeech/TAR-VAE/F02/tarvae_escape.wav,F02,escape
UASpeech/TAR-VAE/F02/tarvae_hotel.wav,F02,hotel
UASpeech/TAR-VAE/F02/tarvae_paragraph.wav,F02,paragraph
UASpeech/TAR-VAE/F02/tarvae_sentence.wav,F02,sentence
UASpeech/TAR-VAE/F02/tarvae_upward.wav,F02,upward
UASpeech/TAR-VAE/F02/tarvae_yankee.wav,F02,yankee
UASpeech/TAR-VAE/F04/tarvae_backspace.wav,F04,backspace
UASpeech/TAR-VAE/F04/tarvae_chair.wav,F04,chair
UASpeech/TAR-VAE/F04/tarvae_command.wav,F04,command
UASpeech/TAR-VAE/F04/tarvae_delete.wav,F04,delete
UASpeech/TAR-VAE/F04/tarvae_downward.wav,F04,downward
UASpeech/TAR-VAE/F04/tarvae_escape.wav,F04,escape
UASpeech/TAR-VAE/F04/tarvae_hotel.wav,F04,hotel
UASpeech/TAR-VAE/F04/tarvae_sentence.wav,F04,sentence
UASpeech/TAR-VAE/F04/tarvae_upward.wav,F04,upward
UASpeech/TAR-VAE/F04/tarvae_yankee.wav,F04,yankee
UASpeech/TAR-VAE/M05/tarvae_backspace.wav,M05,backspace
UASpeech/TAR-VAE/M05/tarvae_chair.wav,M05,chair
UASpeech/TAR-VAE/M05/tarvae_command.wav,M05,command
UASpeech/TAR-VAE/M05/tarvae_delete.wav,M05,delete
UASpeech/TAR-VAE/M05/tarvae_downward.wav,M05,downward
UASpeech/TAR-VAE/M05/tarvae_escape.wav,M05,escape
UASpeech/TAR-VAE/M05/tarvae_hotel.wav,M05,hotel
UASpeech/TAR-VAE/M05/tarvae_sentence.wav,M05,sentence
UASpeech/TAR-VAE/M05/tarvae_upward.wav,M05,upward
UASpeech/TAR-VAE/M05/tarvae_yankee.wav,M05,yankee
UASpeech/TAR-VAE/M07/tarvae_backspace.wav,M07,backspace
UASpeech/TAR-VAE/M07/tarvae_command.wav,M07,command
UASpeech/TAR-VAE/M07/tarvae_delete.wav,M07,delete
UASpeech/TAR-VAE/M07/tarvae_downward.wav,M07,downward
UASpeech/TAR-VAE/M07/tarvae_escape.wav,M07,escape
UASpeech/TAR-VAE/M07/tarvae_hotel.wav,M07,hotel
UASpeech/TAR-VAE/M07/tarvae_paragraph.wav,M07,paragraph
UASpeech/TAR-VAE/M07/tarvae_sentence.wav,M07,sentence
UASpeech/TAR-VAE/M07/tarvae_upward.wav,M07,upward
UASpeech/TAR-VAE/M07/tarvae_yankee.wav,M07,yankee
UASpeech/Unit-DSR/F02/unit_backspace.wav,F02,backspace
UASpeech/Unit-DSR/F02/unit_command.wav,F02,command
UASpeech/Unit-DSR/F02/unit_delete.wav,F02,delete
UASpeech/Unit-DSR/F02/unit_downward.wav,F02,downward
UASpeech/Unit-DSR/F02/unit_escape.wav,F02,escape
UASpeech/Unit-DSR/F02/unit_hotel.wav,F02,hotel
UASpeech/Unit-DSR/F02/unit_paragraph.wav,F02,paragraph
UASpeech/Unit-DSR/F02/unit_sentence.wav,F02,sentence
UASpeech/Unit-DSR/F02/unit_upward.wav,F02,upward
UASpeech/Unit-DSR/F02/unit_yankee.wav,F02,yankee
UASpeech/Unit-DSR/F04/unit_backspace.wav,F04,backspace
UASpeech/Unit-DSR/F04/unit_chair.wav,F04,chair
UASpeech/Unit-DSR/F04/unit_command.wav,F04,command
UASpeech/Unit-DSR/F04/unit_delete.wav,F04,delete
UASpeech/Unit-DSR/F04/unit_downward.wav,F04,downward
UASpeech/Unit-DSR/F04/unit_escape.wav,F04,escape
UASpeech/Unit-DSR/F04/unit_hotel.wav,F04,hotel
UASpeech/Unit-DSR/F04/unit_sentence.wav,F04,sentence
UASpeech/Unit-DSR/F04/unit_upward.wav,F04,upward
UASpeech/Unit-DSR/F04/unit_yankee.wav,F04,yankee
UASpeech/Unit-DSR/M05/unit_backspace.wav,M05,backspace
UASpeech/Unit-DSR/M05/unit_chair.wav,M05,chair
UASpeech/Unit-DSR/M05/unit_command.wav,M05,command
UASpeech/Unit-DSR/M05/unit_delete.wav,M05,delete
UASpeech/Unit-DSR/M05/unit_downward.wav,M05,downward
UASpeech/Unit-DSR/M05/unit_escape.wav,M05,escape
UASpeech/Unit-DSR/M05/unit_hotel.wav,M05,hotel
UASpeech/Unit-DSR/M05/unit_sentence.wav,M05,sentence
UASpeech/Unit-DSR/M05/unit_upward.wav,M05,upward
UASpeech/Unit-DSR/M05/unit_yankee.wav,M05,yankee
UASpeech/Unit-DSR/M07/unit_backspace.wav,M07,backspace
UASpeech/Unit-DSR/M07/unit_command.wav,M07,command
UASpeech/Unit-DSR/M07/unit_delete.wav,M07,delete
UASpeech/Unit-DSR/M07/unit_downward.wav,M07,downward
UASpeech/Unit-DSR/M07/unit_escape.wav,M07,escape
UASpeech/Unit-DSR/M07/unit_hotel.wav,M07,hotel
UASpeech/Unit-DSR/M07/unit_paragraph.wav,M07,paragraph
UASpeech/Unit-DSR/M07/unit_sentence.wav,M07,sentence
UASpeech/Unit-DSR/M07/unit_upward.wav,M07,upward
UASpeech/Unit-DSR/M07/unit_yankee.wav,M07,yankee
